EVENT_ID,CZ_NAME_STR,BEGIN_LOCATION,BEGIN_DATE,BEGIN_TIME,EVENT_TYPE,MAGNITUDE,TOR_F_SCALE,DEATHS_DIRECT,INJURIES_DIRECT,DAMAGE_PROPERTY_NUM,DAMAGE_CROPS_NUM,STATE_ABBR,CZ_TIMEZONE,MAGNITUDE_TYPE,EPISODE_ID,CZ_TYPE,CZ_FIPS,WFO,INJURIES_INDIRECT,DEATHS_INDIRECT,SOURCE,FLOOD_CAUSE,TOR_LENGTH,TOR_WIDTH,BEGIN_RANGE,BEGIN_AZIMUTH,END_RANGE,END_AZIMUTH,END_LOCATION,END_DATE,END_TIME,BEGIN_LAT,BEGIN_LON,END_LAT,END_LON,EVENT_NARRATIVE,EPISODE_NARRATIVE,ABSOLUTE_ROWNUMBER
5578470,NORTHERN ONEIDA (ZONE), ,12/19/1996,2000,Heavy Snow, , ,0,0,0,0,NY,EST, ,2055885,Z,9,BGM,0,0, , , , , , , , , ,12/20/1996,1000, , , , ,"","A very cold air mass coming across Lake Ontario produced a band of very heavy lake effect snow southeast of the lake.  
     An intense single band set up over the northern and central portions of Oneida county from the late afternoon of the 19th into the early morning of the 20th.  The following are some snow totals for this event: Glenmore - 18 inches, Ava - 14 inches, Point Rock and North Western - 12 to 13 inches.
    The snow band weakened and drifted north of the area late in the morning on the 20th.",11
5578471,SOUTHERN ONEIDA (ZONE), ,12/19/1996,2000,Heavy Snow, , ,0,0,0,0,NY,EST, ,2055885,Z,37,BGM,0,0, , , , , , , , , ,12/20/1996,1000, , , , ,"","A very cold air mass coming across Lake Ontario produced a band of very heavy lake effect snow southeast of the lake.  
     An intense single band set up over the northern and central portions of Oneida county from the late afternoon of the 19th into the early morning of the 20th.  The following are some snow totals for this event: Glenmore - 18 inches, Ava - 14 inches, Point Rock and North Western - 12 to 13 inches.
    The snow band weakened and drifted north of the area late in the morning on the 20th.",12
5590424,NORTHERN ONEIDA (ZONE), ,01/06/1997,2100,Heavy Snow, , ,0,0,0,0,NY,EST, ,2059108,Z,9,BGM,0,0, , , , , , , , , ,01/08/1997,400, , , , ,"","A strong cold front crossed the region on the morning of the 6th.  An arctic air mass in the wake of this front brought locally heavy lake effect snow to portions of central New York from late at night on the 6th into the very early morning hours of the 8th.
     An intense single band first developed off Lake Ontario on the evening of the 6th and dropped into northern Oneida county before midnight.  For the next 24 hours or so, the band edged very slowly southward.  This eventually brought heavy squalls to much of Oneida county and northern sections of Onondaga, Madison, and Otsego counties.  Some specific amounts for this event are as follows:
           Camden (northern Oneida) - 12 inches
           Cazenovia (Madison) - 12 inches
           Forestport and Boonville (northern Oneida) - 9-10 inches
           Cooperstown (Otsego) - 8 inches
     The snow band weakened and ultimately dissipated early in the morning of the 8th as a ridge of high pressure moved in.",13
5590426,SOUTHERN ONEIDA (ZONE), ,01/06/1997,2100,Heavy Snow, , ,0,0,0,0,NY,EST, ,2059108,Z,37,BGM,0,0, , , , , , , , , ,01/08/1997,400, , , , ,"","A strong cold front crossed the region on the morning of the 6th.  An arctic air mass in the wake of this front brought locally heavy lake effect snow to portions of central New York from late at night on the 6th into the very early morning hours of the 8th.
     An intense single band first developed off Lake Ontario on the evening of the 6th and dropped into northern Oneida county before midnight.  For the next 24 hours or so, the band edged very slowly southward.  This eventually brought heavy squalls to much of Oneida county and northern sections of Onondaga, Madison, and Otsego counties.  Some specific amounts for this event are as follows:
           Camden (northern Oneida) - 12 inches
           Cazenovia (Madison) - 12 inches
           Forestport and Boonville (northern Oneida) - 9-10 inches
           Cooperstown (Otsego) - 8 inches
     The snow band weakened and ultimately dissipated early in the morning of the 8th as a ridge of high pressure moved in.",14
5590429,NORTHERN ONEIDA (ZONE), ,01/12/1997,300,Heavy Snow, , ,0,0,0,0,NY,EST, ,2059109,Z,9,BGM,0,0, , , , , , , , , ,01/14/1997,900, , , , ,"","A strong push of cold air from central Canada invaded central New York on the evening of the 11th.  By the early morning hours of the 12th, this cold air was interacting with the relatively warm waters of Lake Ontario to produce heavy lake effect snow.
     A narrow but intense single band formed just after midnight on the 12th and moved into northern Oneida county prior to daybreak.
For approximately the next 48 hours, this band fluctuated through central and northern portions of Oneida county.  Very heavy amounts were observed in these areas.  Boonville received just under 30 inches of snow, while Point Rock tallied around 21 inches.  Many other localities picked up between 14 and 18 inches of snow.
     The band finally weakened by mid morning on the 14th.",15
5590430,SOUTHERN ONEIDA (ZONE), ,01/12/1997,300,Heavy Snow, , ,0,0,0,0,NY,EST, ,2059109,Z,37,BGM,0,0, , , , , , , , , ,01/14/1997,900, , , , ,"","A strong push of cold air from central Canada invaded central New York on the evening of the 11th.  By the early morning hours of the 12th, this cold air was interacting with the relatively warm waters of Lake Ontario to produce heavy lake effect snow.
     A narrow but intense single band formed just after midnight on the 12th and moved into northern Oneida county prior to daybreak.
For approximately the next 48 hours, this band fluctuated through central and northern portions of Oneida county.  Very heavy amounts were observed in these areas.  Boonville received just under 30 inches of snow, while Point Rock tallied around 21 inches.  Many other localities picked up between 14 and 18 inches of snow.
     The band finally weakened by mid morning on the 14th.",16
5590433,SOUTHERN ONEIDA (ZONE), ,01/16/1997,2200,Heavy Snow, , ,0,0,0,0,NY,EST, ,2059110,Z,37,BGM,0,0, , , , , , , , , ,01/17/1997,1700, , , , ,"","A surge of cold air across Lake Ontario produced yet another round of heavy lake effect snow for sections of central New York.
     A well organized single band marched into northern portions of Onondaga and Oneida counties late on the evening of the 16th and basically remained about stationary until later in the afternoon of the 17th.  Heavy squalls occasionally migrated into central Oneida county during this time frame.  Northern Onondaga county took the brunt of the heavy accumulations, with Baldwinsville receiving 
about 14 inches of snow.  Generally, 6 to 10 inches fell in northern and central portions of Oneida county.  
     The band quickly dissipated late in the day on the 17th.",17
5590432,NORTHERN ONEIDA (ZONE), ,01/16/1997,2200,Heavy Snow, , ,0,0,0,0,NY,EST, ,2059110,Z,9,BGM,0,0, , , , , , , , , ,01/17/1997,1700, , , , ,"","A surge of cold air across Lake Ontario produced yet another round of heavy lake effect snow for sections of central New York.
     A well organized single band marched into northern portions of Onondaga and Oneida counties late on the evening of the 16th and basically remained about stationary until later in the afternoon of the 17th.  Heavy squalls occasionally migrated into central Oneida county during this time frame.  Northern Onondaga county took the brunt of the heavy accumulations, with Baldwinsville receiving 
about 14 inches of snow.  Generally, 6 to 10 inches fell in northern and central portions of Oneida county.  
     The band quickly dissipated late in the day on the 17th.",18
5590652,SOUTHERN ONEIDA (ZONE), ,01/27/1997,2100,Heavy Snow, , ,0,0,0,0,NY,EST, ,2059113,Z,37,BGM,0,0, , , , , , , , , ,01/28/1997,800, , , , ,"","A strong low pressure system brought a mixed bag of wintery precipitation to central New York from the evening of the 27th into the morning hours of the 28th.  Although the storm center tracked to our north and west through the Great Lakes region, a period of heavy snow did develop from the higher terrain of the Catskills through Otsego and Oneida counties.  Generally, accumulations ranged from 6 to 10 inches in these areas during the overnight and early morning hours on the 28th.  Stamford in Delaware county picked up about 10 inches of new snow while Boonville in northern Oneida county received 9 inches.  
     Snow mixed with sleet, freezing rain, and rain by mid morning on the 28th and eventually tapered off by midday.",19
5590651,NORTHERN ONEIDA (ZONE), ,01/27/1997,2100,Heavy Snow, , ,0,0,0,0,NY,EST, ,2059113,Z,9,BGM,0,0, , , , , , , , , ,01/28/1997,800, , , , ,"","A strong low pressure system brought a mixed bag of wintery precipitation to central New York from the evening of the 27th into the morning hours of the 28th.  Although the storm center tracked to our north and west through the Great Lakes region, a period of heavy snow did develop from the higher terrain of the Catskills through Otsego and Oneida counties.  Generally, accumulations ranged from 6 to 10 inches in these areas during the overnight and early morning hours on the 28th.  Stamford in Delaware county picked up about 10 inches of new snow while Boonville in northern Oneida county received 9 inches.  
     Snow mixed with sleet, freezing rain, and rain by mid morning on the 28th and eventually tapered off by midday.",20
5595867,NORTHERN ONEIDA (ZONE), ,02/04/1997,2200,Heavy Snow, , ,0,0,0,0,NY,EST, ,2060882,Z,9,BGM,0,0, , , , , , , , , ,02/05/1997,600, , , , ,"A storm system moved northeast from the Ohio Valley into Michigan during the late afternoon and evening hours of the 4th.  This system produced a mixed bag of wintery precipitation across central New York.  
     A period of heavy snow occurred in northern sections of Oneida county late at night on the 4th and into the early morning hours of the 5th before precipitation changed over to sleet and freezing rain.  By daybreak on the 5th, 6 to 8 inches of snow and sleet had fallen over the northern half of the county.  Specifically, Alder Creek reported 7.5 inches and Forestport got around 8 inches of new snow.","",21
5595464,NORTHERN ONEIDA (ZONE), ,02/14/1997,200,Heavy Snow, , ,0,0,0,0,NY,EST, ,2060877,Z,9,BGM,0,0, , , , , , , , , ,02/14/1997,1100, , , , ,"A complex low pressure system, with one center in the Ohio Valley and another over Virginia late in the evening on the 13th, moved northeast and brought another round of mixed wintery precipitation to central New York.
     Again, during the early morning hours of the 14th, several hours of heavy snow affected northern Oneida county before a change over to sleet, freezing rain, and rain.  Snow and sleet accumulations ranged generally from 6 to 8 inches in the northern-most towns of the county.  Forestport picked up 8 inches of snow with this event.","",22
5600330,NORTHERN ONEIDA (ZONE), ,03/06/1997,1600,Heavy Snow, , ,0,0,0,0,NY,EST, ,2062648,Z,9,BGM,0,0, , , , , , , , , ,03/07/1997,300, , , , ,"A cold west to northwest wind flow across Lake Ontario brought locally heavy lake effect squalls to portions of central New York.  Northern Madison and northern Oneida counties received the highest totals from late in the afternoon of the 6th into the pre-dawn hours of the 7th as a well defined single band meandered through these respective areas.  Accumulations of 6 to 9 inches were common with the heaviest amount of about 9 inches noted near Boonville in far northern Oneida county.","",23
5600449,NORTHERN ONEIDA (ZONE), ,03/15/1997,500,Heavy Snow, , ,0,0,0,0,NY,EST, ,1040828,Z,9,BGM,0,0, , , , , , , , , ,03/17/1997,700, , , , ,"As a deep storm moved eastward across the Canadian maritimes, persistent west to northwest winds delivered a very cold air mass and lake effect snow to portions of central New York.  
     A pronounced single band off Lake Ontario moved into northern Oneida county early in the morning of the 15th.  The band oscillated north and south over the next 48 hours or so, but spent most of its time in northern Oneida county.  By the time the snow tapered off early in the morning of the 17th, very heavy amounts had fallen.  Accumulations ranged from 9 to 22 inches over the area.  Point Rock and Taberg recorded 22 inches of fresh snow, while the towns of Western and Ava received about 16 inches.","",24
5600450,NORTHERN ONEIDA (ZONE), ,03/31/1997,400,Heavy Snow, , ,0,0,0,0,NY,EST, ,2062650,Z,9,BGM,0,0, , , , , , , , , ,03/31/1997,2359, , , , ,"A slow moving low pressure system exited the New Jersey coast during the pre-dawn hours of the 31st and intensified into a powerful system during the day just south of Long Island.  Significant Atlantic moisture was thrown back inland over portions of central New York.  This moisture combined with colder air moving south into the region to bring heavy snow.
     Rain changed to snow early in the morning of the 31st.  Snow quickly became heavy by mid to late morning.  Blinding, heavy wet snow belted the western Catskills of New York from midday on the 31st into the early morning hours of April 1st.  The wet nature of the snow and strong accompanying winds brought down many trees and caused widespread power outages, especially across the higher terrain.  State police and emergency management officials reported that hundreds of motorists had to be rescued and placed in Red Cross shelters or other accomodations on the night of the 31st.  Most roadways through the Catskills became impassable and were closed by late in the day on the 31st.  States of emergency were declared in Sullivan and Delaware counties.  
     By the time snow finally began to wind down after midnight on April 1st, a general 12 to 30 inches had fallen from the Catskills northward into the Mohawk valley.  Claryville in Sullivan county picked up about 24 inches of snow while the higher elevations of Delaware county had a widespread 15 to 20 inch snowfall.  Significant 6 to 12 inch accumulations extended as far back westward as hilltop sections of Cortland, Broome, and Chenango counties.","",25
5600452,SOUTHERN ONEIDA (ZONE), ,03/31/1997,400,Heavy Snow, , ,0,0,0,0,NY,EST, ,2062650,Z,37,BGM,0,0, , , , , , , , , ,03/31/1997,2359, , , , ,"","",26
5618555,NORTHERN ONEIDA (ZONE), ,04/01/1997,0,Heavy Snow, , ,0,0,0,0,NY,EST, ,2069433,Z,9,BGM,0,0, , , , , , , , , ,04/01/1997,400, , , , ,"The major late season snowstorm that struck portions of central New York on the 31st of March began to wind down during the pre-dawn hours of April 1st.  By sunrise on the 1st, much of the accumulating snowfall had moved out of the region.  This left total accumulations ranging from a foot to upwards of 30 inches in an area from the Catskills northward to the Mohawk Valley.  
     It took road crews and power companies much of the day to move stranded vehicles, clear major roadways, and restore electricity to the hardest hit localities.","",27
5618557,SOUTHERN ONEIDA (ZONE), ,04/01/1997,0,Heavy Snow, , ,0,0,0,0,NY,EST, ,2069433,Z,37,BGM,0,0, , , , , , , , , ,04/01/1997,400, , , , ,"","",28
5620634,NORTHERN ONEIDA (ZONE), ,11/14/1997,0,Heavy Snow, , ,0,0,0,0,NY,EST, ,2071101,Z,9,BGM,0,0, , , , , , , , , ,11/14/1997,2100, , , , ,"","A complex storm system, with its main center having tracked up the coast from Virginia to New England, brought a period of heavy wet snow to much of central New York from just after midnight on the 14th until late that same evening.  
     Amounts were heaviest from portions of the central southern tier across the Finger Lakes region and into the Mohawk Valley.  There were many localities within this area that received over a foot of snow from this event.  Some of the highest totals follow:  Auburn (Cayuga county) - 16 inches, Burdett (Schuyler county) - 14 inches, Holland Patent (Oneida county) - 13 inches, Reading Centre (Schuyler county) - 12 inches, and Haskinville (Steuben county) - 12 inches.  Snow loading from the heavy wet nature of the snowfall resulted in downed power lines and isolated roof collapses in sections of Onondaga and Oneida counties.  
     A broader area of 6 to 10 inch accumulations affected most of the central southern tier and Susquehanna regions across New York's southern tier.",29
5620640,SOUTHERN ONEIDA (ZONE), ,11/14/1997,0,Heavy Snow, , ,0,0,0,0,NY,EST, ,2071101,Z,37,BGM,0,0, , , , , , , , , ,11/14/1997,2100, , , , ,"","A complex storm system, with its main center having tracked up the coast from Virginia to New England, brought a period of heavy wet snow to much of central New York from just after midnight on the 14th until late that same evening.  
     Amounts were heaviest from portions of the central southern tier across the Finger Lakes region and into the Mohawk Valley.  There were many localities within this area that received over a foot of snow from this event.  Some of the highest totals follow:  Auburn (Cayuga county) - 16 inches, Burdett (Schuyler county) - 14 inches, Holland Patent (Oneida county) - 13 inches, Reading Centre (Schuyler county) - 12 inches, and Haskinville (Steuben county) - 12 inches.  Snow loading from the heavy wet nature of the snowfall resulted in downed power lines and isolated roof collapses in sections of Onondaga and Oneida counties.  
     A broader area of 6 to 10 inch accumulations affected most of the central southern tier and Susquehanna regions across New York's southern tier.",30
5625305,NORTHERN ONEIDA (ZONE), ,12/06/1997,200,Heavy Snow, , ,0,0,0,0,NY,EST, ,2071516,Z,9,BGM,0,0, , , , , , , , , ,12/07/1997,400, , , , ,"The combination of a low pressure trough moving southward through the region and lake effect snow bands behind this feature produced bursts of moderate to heavy snow across the northern half of Onondaga county, extreme northern Madison county, and northern portions of Oneida county.  Snowfall for this time period generally ranged from 6 to 9 inches, with the greatest amounts found over the higher elevations.  Some specific totals included Marcellus in Onondaga county - 6 inches, Forestport in Oneida county - 7.5 inches, and Boonville in Oneida county - 8.5 inches.","",31
5625820,NORTHERN ONEIDA (ZONE), ,12/29/1997,1700,Heavy Snow, , ,0,0,0,0,NY,EST, ,2071519,Z,9,BGM,0,0, , , , , , , , , ,12/30/1997,1300, , , , ,"A storm system rapidly intensified off the New Jersey coast during the evening of the 29th, then moved very slowly northward overnight and during the day on the 30th.  This system threw substantial altlantic moisture inland over a cold air mass in place across central New York.  This resulted in a period of intense snowfall from late at night on the 29th until midday on the 30th.  A narrow deformation zone developed from the Syracuse area southward into the central southern tier during this time frame.   Snowfall totals were significantly enhanced within this band.
     In general, event totals ranged from 10 to 15 inches across central New York.  However, amounts of between 20 and 30 inches were common from the Syracuse metro area southward along the I-81 corridor to Cortland, then westward to the Elmira/Corning area.   Some specific amounts included Homer in Cortland county - 27 inches, Ithaca and Groton in Tompkins county - 24 inches, Syracuse airport in Onondaga county - 24 inches, Veterans and Horseheads in Chemung county - 24 inches, and Danby in Tompkins county - 22 inches.","",32
5625821,SOUTHERN ONEIDA (ZONE), ,12/29/1997,1700,Heavy Snow, , ,0,0,0,0,NY,EST, ,2071519,Z,37,BGM,0,0, , , , , , , , , ,12/30/1997,1300, , , , ,"","",33
5630206,NORTHERN ONEIDA (ZONE), ,01/13/1998,2100,Heavy Snow, , ,0,0,0,0,NY,EST, ,2073066,Z,9,BGM,0,0, , , , , , , , , ,01/14/1998,700, , , , ,"A band of lake effect snow developed late in the evening on the 13th.  As cold westerly winds persisted through the night and into the morning of the 14th, locally heavy accumulations occurred in a narrow slot from Florence southeastward to Stokes Hill and Holland Patent.  Holland Patent picked up 10.5 inches of snow during this period while Stokes Hill and Florence received 6 to 8 inches of fresh powder.","",34
5630207,SOUTHERN ONEIDA (ZONE), ,01/13/1998,2100,Heavy Snow, , ,0,0,0,0,NY,EST, ,2073066,Z,37,BGM,0,0, , , , , , , , , ,01/14/1998,700, , , , ,"","",35
5630669,SOUTHERN ONEIDA (ZONE), ,01/15/1998,2100,Heavy Snow, , ,0,0,0,0,NY,EST, ,2073067,Z,37,BGM,0,0, , , , , , , , , ,01/16/1998,1200, , , , ,"","",36
5630672,NORTHERN ONEIDA (ZONE), ,01/15/1998,2100,Heavy Snow, , ,0,0,0,0,NY,EST, ,2073067,Z,9,BGM,0,0, , , , , , , , , ,01/16/1998,1200, , , , ,"A storm system intensified as it moved northeastward from the Carolina coast on the evening of the 15th into the early morning hours of the 16th.  This system dumped a mixed bag of wintery precipitation over much of central New York.  
     Across Oneida county, precipitation fell almost entirely in the form of snow as cold air was deeper.  Several hours of heavy snow fell in this area.  By the time snow began to wind down early in the afternoon on the 16th, accumulations of 6 to 9 inches were common.","",37
5630676,NORTHERN ONEIDA (ZONE), ,01/23/1998,200,Heavy Snow, , ,0,0,0,0,NY,EST, ,2073069,Z,9,BGM,0,0, , , , , , , , , ,01/23/1998,1300, , , , ,"A complex storm tracked northeastward from the lower Mississippi Valley on the evening of the 22nd to a position off the New England coast by late on the 23rd.  Significant Atlantic moisture wrapping into central New York produced a period of snow, sleet, and freezing rain.
     Heaviest accumulations of snow occurred over the higher terrain of Onondaga, Madison, and Oneida counties.  Snow fell at the rate of 1 to 2 inches per hour for a time during the mid and late morning hours of the 23rd in these areas.  Some final snowfall tallies included:  8.5 inches just outside of Rome in Oneida county, 7.5 inches in both Forestport and Boonville in Oneida county, and 6 inches in Marcellus in Onondaga county.","",38
5630678,SOUTHERN ONEIDA (ZONE), ,01/23/1998,200,Heavy Snow, , ,0,0,0,0,NY,EST, ,2073069,Z,37,BGM,0,0, , , , , , , , , ,01/23/1998,1300, , , , ,"","",39
5630376,SOUTHERN ONEIDA (ZONE), ,02/24/1998,100,Heavy Snow, , ,0,0,0,0,NY,EST, ,2073072,Z,37,BGM,0,0, , , , , , , , , ,02/25/1998,200, , , , ,"","",40
5630793,NORTHERN ONEIDA (ZONE), ,02/24/1998,100,Heavy Snow, , ,0,0,0,0,NY,EST, ,2073072,Z,9,BGM,0,0, , , , , , , , , ,02/25/1998,200, , , , ,"A powerful storm system moved from the Tennessee Valley to the Delmarva coast.  Once there, the storm intensified rapidly as it only gradually moved further offshore.  The combination of cold air in place, a deep easterly flow of Atlantic moisture, and intense upper level energy produced widespread heavy snow across central New York.
     Snow began falling just after midnight on the 24th.  It quickly became heavy as it persisted through the day, not tapering off until early in the morning on the 25th.   A relatively narrow band of very heavy snow set up during the morning of the 24th from sections of the Mohawk Valley southward across Chenango and eastern Broome counties.  By the time the storm wound down, snowfall tallies of 20 to 30 inches were common in this corridor.  The highest official total was 30 inches in Conklin Forks in southern Broome county.  Several reports of near 30 inch totals were also received from higher elevation sections of Chenango county.  The heavy wet nature of the snow also brought down numerous power lines that resulted in widespread outages.  In some more isolated locations, power was not restored for 3 to 4 days.
     Across much of the remainder of central New York, 10 to 20 inch amounts were common.  From valley sections of Sullivan county into southern Delaware county, somewhat lesser amounts of 4 to 12 inches were recorded.  Several hours of sleet and freezing rain mixed in across these locations, helping to keep snowfall accumulations down.  The higher elevations in this region saw amounts approaching a foot.  This included such places as Dale Mountain in Sullivan county and Stamford in Delaware county.","",41
