EVENT_ID,CZ_NAME_STR,BEGIN_LOCATION,BEGIN_DATE,BEGIN_TIME,EVENT_TYPE,MAGNITUDE,TOR_F_SCALE,DEATHS_DIRECT,INJURIES_DIRECT,DAMAGE_PROPERTY_NUM,DAMAGE_CROPS_NUM,STATE_ABBR,CZ_TIMEZONE,MAGNITUDE_TYPE,EPISODE_ID,CZ_TYPE,CZ_FIPS,WFO,INJURIES_INDIRECT,DEATHS_INDIRECT,SOURCE,FLOOD_CAUSE,TOR_LENGTH,TOR_WIDTH,BEGIN_RANGE,BEGIN_AZIMUTH,END_RANGE,END_AZIMUTH,END_LOCATION,END_DATE,END_TIME,BEGIN_LAT,BEGIN_LON,END_LAT,END_LON,EVENT_NARRATIVE,EPISODE_NARRATIVE,ABSOLUTE_ROWNUMBER
5560160,SOUTHWEST SUFFOLK (ZONE), ,03/02/1996,700,Heavy Snow, , ,0,0,0,0,NY,EST, ,2040913,Z,80,OKX,0,0, , , , , , , , , ,03/02/1996,1800, , , , ,"","A low pressure system developed off the North Carolina Coast and moved northeast.  It passed east of Long Island during the afternoon and east of Cape Cod during the evening.  Snowfall accumulations were fairly uniform from 6 to 7 inches.",11
5579834,NORTHWEST SUFFOLK (ZONE), ,04/09/1996,1500,Heavy Snow, , ,0,0,0,0,NY,EST, ,2053640,Z,78,OKX,0,0, , , , , , , , , ,04/10/1996,1100, , , , ,"","A low pressure system formed off the North Carolina Coast during Tuesday morning, April 9th.  It intensified as it moved slowly northeast, passing near Cape Cod, MA around 7 am Wednesday morning, April 10th and northeast of Maine during Thursday morning.

With cold air in place, this system spread wet snow across Southeast NY (and Northeast NJ).  Heavy wet snow "downed" numerous trees and power lines across Long Island (Nassau and Suffolk Counties).

West of Nassau County, NY, less than 5 inches of snow fell with 0.7 inches measured at Newark Airport, NJ and Central Park, NY.  Here are some snowfall ranges:

For Nassau County, NY - from 4.5 inches at Merrick and Manhasset to 9 inches in Syosset.

For Suffolk County, NY - from 6.0 inches at Plum Island to 12.5 inches at the NWS Forecast Office at Brookhaven National Lab.",12
5579835,SOUTHWEST SUFFOLK (ZONE), ,04/09/1996,1500,Heavy Snow, , ,0,0,0,0,NY,EST, ,2053640,Z,80,OKX,0,0, , , , , , , , , ,04/10/1996,1100, , , , ,"","A low pressure system formed off the North Carolina Coast during Tuesday morning, April 9th.  It intensified as it moved slowly northeast, passing near Cape Cod, MA around 7 am Wednesday morning, April 10th and northeast of Maine during Thursday morning.

With cold air in place, this system spread wet snow across Southeast NY (and Northeast NJ).  Heavy wet snow "downed" numerous trees and power lines across Long Island (Nassau and Suffolk Counties).

West of Nassau County, NY, less than 5 inches of snow fell with 0.7 inches measured at Newark Airport, NJ and Central Park, NY.  Here are some snowfall ranges:

For Nassau County, NY - from 4.5 inches at Merrick and Manhasset to 9 inches in Syosset.

For Suffolk County, NY - from 6.0 inches at Plum Island to 12.5 inches at the NWS Forecast Office at Brookhaven National Lab.",13
5579836,NORTHEAST SUFFOLK (ZONE), ,04/09/1996,1600,Heavy Snow, , ,0,0,0,0,NY,EST, ,2053640,Z,79,OKX,0,0, , , , , , , , , ,04/10/1996,1200, , , , ,"","A low pressure system formed off the North Carolina Coast during Tuesday morning, April 9th.  It intensified as it moved slowly northeast, passing near Cape Cod, MA around 7 am Wednesday morning, April 10th and northeast of Maine during Thursday morning.

With cold air in place, this system spread wet snow across Southeast NY (and Northeast NJ).  Heavy wet snow "downed" numerous trees and power lines across Long Island (Nassau and Suffolk Counties).

West of Nassau County, NY, less than 5 inches of snow fell with 0.7 inches measured at Newark Airport, NJ and Central Park, NY.  Here are some snowfall ranges:

For Nassau County, NY - from 4.5 inches at Merrick and Manhasset to 9 inches in Syosset.

For Suffolk County, NY - from 6.0 inches at Plum Island to 12.5 inches at the NWS Forecast Office at Brookhaven National Lab.",14
5579837,SOUTHEAST SUFFOLK (ZONE), ,04/09/1996,1600,Heavy Snow, , ,0,0,0,0,NY,EST, ,2053640,Z,81,OKX,0,0, , , , , , , , , ,04/10/1996,1200, , , , ,"","A low pressure system formed off the North Carolina Coast during Tuesday morning, April 9th.  It intensified as it moved slowly northeast, passing near Cape Cod, MA around 7 am Wednesday morning, April 10th and northeast of Maine during Thursday morning.

With cold air in place, this system spread wet snow across Southeast NY (and Northeast NJ).  Heavy wet snow "downed" numerous trees and power lines across Long Island (Nassau and Suffolk Counties).

West of Nassau County, NY, less than 5 inches of snow fell with 0.7 inches measured at Newark Airport, NJ and Central Park, NY.  Here are some snowfall ranges:

For Nassau County, NY - from 4.5 inches at Merrick and Manhasset to 9 inches in Syosset.

For Suffolk County, NY - from 6.0 inches at Plum Island to 12.5 inches at the NWS Forecast Office at Brookhaven National Lab.",15
5696293,SOUTHEAST SUFFOLK (ZONE), ,02/25/1999,1020,Heavy Snow, , ,0,0,0,0,NY,EST, ,1501193,Z,81,OKX,0,0,TRAINED SPOTTER, , , , , , , , ,02/25/1999,1020, , , , ,"","
With a cold high pressure system covering New England, as a strong low pressure system passed east of Long Island, it produced heavy snow.

Light snow began around 11 pm on February 24th near Montauk and became heavier as it slowly spread west across Suffolk County.  The heaviest snow fell across the south fork.  Snowfall amounts ranged from 6 inches at Patchogue to 13.5 inches at Montauk.  A spotter from East Hampton measured 10 inches.",16
5696294,NORTHEAST SUFFOLK (ZONE), ,02/25/1999,1220,Heavy Snow, , ,0,0,0,0,NY,EST, ,1501193,Z,79,OKX,0,0,TRAINED SPOTTER, , , , , , , , ,02/25/1999,1220, , , , ,"","
With a cold high pressure system covering New England, as a strong low pressure system passed east of Long Island, it produced heavy snow.

Light snow began around 11 pm on February 24th near Montauk and became heavier as it slowly spread west across Suffolk County.  The heaviest snow fell across the south fork.  Snowfall amounts ranged from 6 inches at Patchogue to 13.5 inches at Montauk.  A spotter from East Hampton measured 10 inches.",17
5696295,SOUTHWEST SUFFOLK (ZONE), ,02/26/1999,500,Heavy Snow, , ,0,0,0,0,NY,EST, ,1501193,Z,80,OKX,0,0,TRAINED SPOTTER, , , , , , , , ,02/26/1999,500, , , , ,"","
With a cold high pressure system covering New England, as a strong low pressure system passed east of Long Island, it produced heavy snow.

Light snow began around 11 pm on February 24th near Montauk and became heavier as it slowly spread west across Suffolk County.  The heaviest snow fell across the south fork.  Snowfall amounts ranged from 6 inches at Patchogue to 13.5 inches at Montauk.  A spotter from East Hampton measured 10 inches.",18
5700891,NORTHEAST SUFFOLK (ZONE), ,03/15/1999,330,Heavy Snow, , ,0,0,0,0,NY,EST, ,2408175,Z,79,OKX,0,0,TRAINED SPOTTER, , , , , , , , ,03/15/1999,330, , , , ,"","
With cold air in place,  a low pressure system developed over the Gulf Coast States on Saturday, March 13th.  As the low slowly intensified and moved northeast toward the Mid-Atlantic Coast, it spread precipitation northeast across the area.  Light rain quickly changed to wet snow during the afternoon of March 14th.  The wet snow became heavy overnight as the low approached the Mid-Atlantic States.  Snowfall amounts generally ranged from 6 to 11 inches across the lower Hudson Valley and Long Island.  Heavy wet snow downed many tree limbs and power lines across the region.

Here are selected snowfall amounts:

In Orange County, 9 inches were measured at Chester and Warwick.

In Putnam County, amounts ranged from 6 to 9 inches.

In Rockland County, 9 inches was measured at South Nyack.

In Nassau County, amounts ranged from 6 inches at Oceanside, Lynbrook, Mineola, and Hicksville to 7 inches at Merrick and East Norwich.

In Suffolk County, amounts ranged from 6 inches at Copiague to 11 inches at Kings Park.

In Westchester County, amounts ranged from 6 inches at White Plains to 10 inches at Yorktown Heights.",19
5700890,NORTHWEST SUFFOLK (ZONE), ,03/15/1999,330,Heavy Snow, , ,0,0,0,0,NY,EST, ,2408175,Z,78,OKX,0,0,TRAINED SPOTTER, , , , , , , , ,03/15/1999,330, , , , ,"","
With cold air in place,  a low pressure system developed over the Gulf Coast States on Saturday, March 13th.  As the low slowly intensified and moved northeast toward the Mid-Atlantic Coast, it spread precipitation northeast across the area.  Light rain quickly changed to wet snow during the afternoon of March 14th.  The wet snow became heavy overnight as the low approached the Mid-Atlantic States.  Snowfall amounts generally ranged from 6 to 11 inches across the lower Hudson Valley and Long Island.  Heavy wet snow downed many tree limbs and power lines across the region.

Here are selected snowfall amounts:

In Orange County, 9 inches were measured at Chester and Warwick.

In Putnam County, amounts ranged from 6 to 9 inches.

In Rockland County, 9 inches was measured at South Nyack.

In Nassau County, amounts ranged from 6 inches at Oceanside, Lynbrook, Mineola, and Hicksville to 7 inches at Merrick and East Norwich.

In Suffolk County, amounts ranged from 6 inches at Copiague to 11 inches at Kings Park.

In Westchester County, amounts ranged from 6 inches at White Plains to 10 inches at Yorktown Heights.",20
5700892,SOUTHWEST SUFFOLK (ZONE), ,03/15/1999,330,Heavy Snow, , ,0,0,0,0,NY,EST, ,2408175,Z,80,OKX,0,0,TRAINED SPOTTER, , , , , , , , ,03/15/1999,330, , , , ,"","
With cold air in place,  a low pressure system developed over the Gulf Coast States on Saturday, March 13th.  As the low slowly intensified and moved northeast toward the Mid-Atlantic Coast, it spread precipitation northeast across the area.  Light rain quickly changed to wet snow during the afternoon of March 14th.  The wet snow became heavy overnight as the low approached the Mid-Atlantic States.  Snowfall amounts generally ranged from 6 to 11 inches across the lower Hudson Valley and Long Island.  Heavy wet snow downed many tree limbs and power lines across the region.

Here are selected snowfall amounts:

In Orange County, 9 inches were measured at Chester and Warwick.

In Putnam County, amounts ranged from 6 to 9 inches.

In Rockland County, 9 inches was measured at South Nyack.

In Nassau County, amounts ranged from 6 inches at Oceanside, Lynbrook, Mineola, and Hicksville to 7 inches at Merrick and East Norwich.

In Suffolk County, amounts ranged from 6 inches at Copiague to 11 inches at Kings Park.

In Westchester County, amounts ranged from 6 inches at White Plains to 10 inches at Yorktown Heights.",21
5700895,SOUTHEAST SUFFOLK (ZONE), ,03/15/1999,425,Heavy Snow, , ,0,0,0,0,NY,EST, ,2408175,Z,81,OKX,0,0,TRAINED SPOTTER, , , , , , , , ,03/15/1999,425, , , , ,"","
With cold air in place,  a low pressure system developed over the Gulf Coast States on Saturday, March 13th.  As the low slowly intensified and moved northeast toward the Mid-Atlantic Coast, it spread precipitation northeast across the area.  Light rain quickly changed to wet snow during the afternoon of March 14th.  The wet snow became heavy overnight as the low approached the Mid-Atlantic States.  Snowfall amounts generally ranged from 6 to 11 inches across the lower Hudson Valley and Long Island.  Heavy wet snow downed many tree limbs and power lines across the region.

Here are selected snowfall amounts:

In Orange County, 9 inches were measured at Chester and Warwick.

In Putnam County, amounts ranged from 6 to 9 inches.

In Rockland County, 9 inches was measured at South Nyack.

In Nassau County, amounts ranged from 6 inches at Oceanside, Lynbrook, Mineola, and Hicksville to 7 inches at Merrick and East Norwich.

In Suffolk County, amounts ranged from 6 inches at Copiague to 11 inches at Kings Park.

In Westchester County, amounts ranged from 6 inches at White Plains to 10 inches at Yorktown Heights.",22
5167878,NORTHWEST SUFFOLK (ZONE), ,12/30/2000,900,Heavy Snow, , ,0,0,0,0,NY,EST, ,1105306,Z,78,OKX,0,0,TRAINED SPOTTER, , , , , , , , ,12/30/2000,900, , , , ,"","
A low pressure system rapidly intensified and moved north along the mid Atlantic coast during Saturday December 30th. This produced a wide swath of heavy snow to the northwest of the storm track. Snowfall began between 5 and 7 AM across the area, and fell at intense rates right from the start. Snowfall rates of one to two inches per hour were common. There were also numerous reports of thunder and lightning accompanying the most intense snow bands. Winds also began to increase later Saturday morning, causing some blowing and drifting of snow, which reduced visibilities significantly, and created near blizzard conditions at times in some areas. 

As the low pressure center approached the south shore of Suffolk county early Saturday afternoon, milder air from the Atlantic Ocean wrapped into the storm system, and changed the heavy snow to a mixture of sleet and rain across eastern Suffolk county. This limited snowfall amounts somewhat across eastern Suffolk County.

The low pressure center crossed central Suffolk County during mid afternoon on Saturday, before moving northeast into southern New England later that evening. As the low moved away, the precipitation tapered off across the area. Subfreezing temperatures and gusty winds lingered behind the storm system.

Here are some specific snowfall totals from this storm system:

Orange County: 14 inches at Harriman, to 21 inches at Warwick and Rock Tavern.

Putnam County: 13 inches at Carmel and Brewster.

Rockland County: 15 inches at Airmont, to 18 inches at Suffern.

Westchester County: 13 inches at Mount Kisco, to 16.5 inches at Mamaroneck.

Bronx County: 11 inches.

New York County (Manhattan): 12 inches at Central Park.

Kings County: 12.7 inches at Gravesend.

Queens County: 10 inches at John F. Kennedy International Airport, to 13 inches at LaGuardia Airport and Middle Village.

Richmond County: 12.5 inches at Grymes Hill.

Nassau County: 11 inches at Lynbrook, to 15.6 inches at Oceanside.

Suffolk County: 2.7 inches at Bridgehampton, to 12 inches at Huntington Station, East Northport, and North Lindenhurst.",23
5233499,NORTHEAST SUFFOLK (ZONE), ,02/05/2001,1930,Heavy Snow, , ,0,0,0,0,NY,EST, ,1111338,Z,79,OKX,0,0,TRAINED SPOTTER, , , , , , , , ,02/05/2001,1930, , , , ,"","
On Monday February 5th, a developing low pressure system off the North Carolina coast moved northeast to a position off eastern Long Island by Monday evening. The storm then moved off the New England coast by early Tuesday. The storm spread a swath of rain and wet snow across southeast New York during early Monday. As the low rapidly intensified, colder air was entrained into the storm system. This changed the rain into heavy wet snow by early Monday afternoon across central and eastern Long Island. In addition, another band of heavy wet snow affected portions of the lower Hudson Valley through the afternoon hours.  This second band of snow then moved east and produced additional snow across portions of the New York City area and Long Island into Monday evening, before the snow tapered off from west to east during Monday night.

Due to the rapid rate at which the snow fell, hazardous travel resulted across much of the New York City area and Long Island for the Monday evening commute. 

Here are some specific snowfall totals for this snow event:

For Orange County: 12 inches at Walden and Newburgh, to 22 inches at Monroe.

For Putnam County: 9 inches at Carmel, to 12 inches at Putnam Valley.

For Rockland County: 8 inches at New City and Mounty Ivy, to 14 inches at Suffern.

For Westchester County: 6.7 inches at New Rochelle, to 13 inches at Yorktown Heights.

Across the New York City area: 2 inches at John F. Kennedy International Airport, to 3.5 inches at Central Park, and 4.0 inches at Middle Village in Queens.

For Nassau County: 3 inches at Garden City, to 6 inches at Great Neck and Plainview.

For Suffolk County: 2 inches at Mattituck, to 8 inches at Calverton.",24
5233501,SOUTHEAST SUFFOLK (ZONE), ,02/05/2001,2000,Heavy Snow, , ,0,0,0,0,NY,EST, ,1111338,Z,81,OKX,0,0,TRAINED SPOTTER, , , , , , , , ,02/05/2001,2000, , , , ,"","
On Monday February 5th, a developing low pressure system off the North Carolina coast moved northeast to a position off eastern Long Island by Monday evening. The storm then moved off the New England coast by early Tuesday. The storm spread a swath of rain and wet snow across southeast New York during early Monday. As the low rapidly intensified, colder air was entrained into the storm system. This changed the rain into heavy wet snow by early Monday afternoon across central and eastern Long Island. In addition, another band of heavy wet snow affected portions of the lower Hudson Valley through the afternoon hours.  This second band of snow then moved east and produced additional snow across portions of the New York City area and Long Island into Monday evening, before the snow tapered off from west to east during Monday night.

Due to the rapid rate at which the snow fell, hazardous travel resulted across much of the New York City area and Long Island for the Monday evening commute. 

Here are some specific snowfall totals for this snow event:

For Orange County: 12 inches at Walden and Newburgh, to 22 inches at Monroe.

For Putnam County: 9 inches at Carmel, to 12 inches at Putnam Valley.

For Rockland County: 8 inches at New City and Mounty Ivy, to 14 inches at Suffern.

For Westchester County: 6.7 inches at New Rochelle, to 13 inches at Yorktown Heights.

Across the New York City area: 2 inches at John F. Kennedy International Airport, to 3.5 inches at Central Park, and 4.0 inches at Middle Village in Queens.

For Nassau County: 3 inches at Garden City, to 6 inches at Great Neck and Plainview.

For Suffolk County: 2 inches at Mattituck, to 8 inches at Calverton.",25
5233498,NORTHWEST SUFFOLK (ZONE), ,02/05/2001,2100,Heavy Snow, , ,0,0,0,0,NY,EST, ,1111338,Z,78,OKX,0,0,TRAINED SPOTTER, , , , , , , , ,02/05/2001,2100, , , , ,"","
On Monday February 5th, a developing low pressure system off the North Carolina coast moved northeast to a position off eastern Long Island by Monday evening. The storm then moved off the New England coast by early Tuesday. The storm spread a swath of rain and wet snow across southeast New York during early Monday. As the low rapidly intensified, colder air was entrained into the storm system. This changed the rain into heavy wet snow by early Monday afternoon across central and eastern Long Island. In addition, another band of heavy wet snow affected portions of the lower Hudson Valley through the afternoon hours.  This second band of snow then moved east and produced additional snow across portions of the New York City area and Long Island into Monday evening, before the snow tapered off from west to east during Monday night.

Due to the rapid rate at which the snow fell, hazardous travel resulted across much of the New York City area and Long Island for the Monday evening commute. 

Here are some specific snowfall totals for this snow event:

For Orange County: 12 inches at Walden and Newburgh, to 22 inches at Monroe.

For Putnam County: 9 inches at Carmel, to 12 inches at Putnam Valley.

For Rockland County: 8 inches at New City and Mounty Ivy, to 14 inches at Suffern.

For Westchester County: 6.7 inches at New Rochelle, to 13 inches at Yorktown Heights.

Across the New York City area: 2 inches at John F. Kennedy International Airport, to 3.5 inches at Central Park, and 4.0 inches at Middle Village in Queens.

For Nassau County: 3 inches at Garden City, to 6 inches at Great Neck and Plainview.

For Suffolk County: 2 inches at Mattituck, to 8 inches at Calverton.",26
5233500,SOUTHWEST SUFFOLK (ZONE), ,02/05/2001,2200,Heavy Snow, , ,0,0,0,0,NY,EST, ,1111338,Z,80,OKX,0,0,TRAINED SPOTTER, , , , , , , , ,02/05/2001,2200, , , , ,"","
On Monday February 5th, a developing low pressure system off the North Carolina coast moved northeast to a position off eastern Long Island by Monday evening. The storm then moved off the New England coast by early Tuesday. The storm spread a swath of rain and wet snow across southeast New York during early Monday. As the low rapidly intensified, colder air was entrained into the storm system. This changed the rain into heavy wet snow by early Monday afternoon across central and eastern Long Island. In addition, another band of heavy wet snow affected portions of the lower Hudson Valley through the afternoon hours.  This second band of snow then moved east and produced additional snow across portions of the New York City area and Long Island into Monday evening, before the snow tapered off from west to east during Monday night.

Due to the rapid rate at which the snow fell, hazardous travel resulted across much of the New York City area and Long Island for the Monday evening commute. 

Here are some specific snowfall totals for this snow event:

For Orange County: 12 inches at Walden and Newburgh, to 22 inches at Monroe.

For Putnam County: 9 inches at Carmel, to 12 inches at Putnam Valley.

For Rockland County: 8 inches at New City and Mounty Ivy, to 14 inches at Suffern.

For Westchester County: 6.7 inches at New Rochelle, to 13 inches at Yorktown Heights.

Across the New York City area: 2 inches at John F. Kennedy International Airport, to 3.5 inches at Central Park, and 4.0 inches at Middle Village in Queens.

For Nassau County: 3 inches at Garden City, to 6 inches at Great Neck and Plainview.

For Suffolk County: 2 inches at Mattituck, to 8 inches at Calverton.",27
5325403,SOUTHEAST SUFFOLK (ZONE), ,12/05/2002,1700,Heavy Snow, , ,0,0,0,0,NY,EST, ,1146452,Z,81,OKX,0,0,OFFICIAL NWS OBS., , , , , , , , ,12/05/2002,1730, , , , ,"","
On Wednesday, December 4th, an area of low pressure started to develop along an old frontal boundary that snaked across the northwest Gulf of Mexico and the Gulf coast states.  Meanwhile, high pressure stretched from the northern plains, across the Great Lakes, to the Mid-Atlantic coast.  This high pressure locked in the cold air across the northeast United States.  That night, the developing storm moved across the southeastern states to the North Carolina coast.  Shortly after daybreak on the morning of Thursday, December 5th, as the storm started to move off the coast near Cape Hatteras, flurries and light snow started to move into New York City and the lower Hudson Valley. By 9 am, snow had started to fall across western Long Island and Westchester County, and bands of moderate to heavy snow had started to move into New York City and the lower Hudson Valley. An hour later, snow began to fall across the eastern end of Long Island, and the snow had become heavy over the western end of Long Island and Westchester.  By 11 am, a moderate to, at times, heavy snow had spread across the entire region. This steady, moderate to heavy snow continued through most of the afternoon, falling at times at rates over an inch per hour.  As the storm sped off toward the North Atlantic waters, the heavy snow began to taper off to light snow between 4 pm and 5:30 pm.  By this time, an average of 5 to 7 inches had fallen across the New York Metropolitan area,  Long Island and most of the lower Hudson Valley and as much as 6 to 9 inches in Orange county.  As moisture continued to "wrap around" the storm, light snow continued to fall through the evening rush hour commute before tapering off to flurries and finally ending between 8 pm and 9 pm in New York City, Westchester, the lower Hudson Valley and western Long Island.  Across the east end of Long Island, light snow lingered until shortly before midnight. Final snowfall accumulations ranged from 6 to 8 inches in New York City, Long Island and the nearby northern suburbs. Further north, in portions of Orange and northwest Putnam counties, where heavier snow bands had moved across, final snowfall totals ranged from 7 to 10 inches.",28
5325402,SOUTHWEST SUFFOLK (ZONE), ,12/05/2002,1700,Heavy Snow, , ,0,0,0,0,NY,EST, ,1146452,Z,80,OKX,0,0,OFFICIAL NWS OBS., , , , , , , , ,12/05/2002,1730, , , , ,"","
On Wednesday, December 4th, an area of low pressure started to develop along an old frontal boundary that snaked across the northwest Gulf of Mexico and the Gulf coast states.  Meanwhile, high pressure stretched from the northern plains, across the Great Lakes, to the Mid-Atlantic coast.  This high pressure locked in the cold air across the northeast United States.  That night, the developing storm moved across the southeastern states to the North Carolina coast.  Shortly after daybreak on the morning of Thursday, December 5th, as the storm started to move off the coast near Cape Hatteras, flurries and light snow started to move into New York City and the lower Hudson Valley. By 9 am, snow had started to fall across western Long Island and Westchester County, and bands of moderate to heavy snow had started to move into New York City and the lower Hudson Valley. An hour later, snow began to fall across the eastern end of Long Island, and the snow had become heavy over the western end of Long Island and Westchester.  By 11 am, a moderate to, at times, heavy snow had spread across the entire region. This steady, moderate to heavy snow continued through most of the afternoon, falling at times at rates over an inch per hour.  As the storm sped off toward the North Atlantic waters, the heavy snow began to taper off to light snow between 4 pm and 5:30 pm.  By this time, an average of 5 to 7 inches had fallen across the New York Metropolitan area,  Long Island and most of the lower Hudson Valley and as much as 6 to 9 inches in Orange county.  As moisture continued to "wrap around" the storm, light snow continued to fall through the evening rush hour commute before tapering off to flurries and finally ending between 8 pm and 9 pm in New York City, Westchester, the lower Hudson Valley and western Long Island.  Across the east end of Long Island, light snow lingered until shortly before midnight. Final snowfall accumulations ranged from 6 to 8 inches in New York City, Long Island and the nearby northern suburbs. Further north, in portions of Orange and northwest Putnam counties, where heavier snow bands had moved across, final snowfall totals ranged from 7 to 10 inches.",29
