EVENT_ID,CZ_NAME_STR,BEGIN_LOCATION,BEGIN_DATE,BEGIN_TIME,EVENT_TYPE,MAGNITUDE,TOR_F_SCALE,DEATHS_DIRECT,INJURIES_DIRECT,DAMAGE_PROPERTY_NUM,DAMAGE_CROPS_NUM,STATE_ABBR,CZ_TIMEZONE,MAGNITUDE_TYPE,EPISODE_ID,CZ_TYPE,CZ_FIPS,WFO,INJURIES_INDIRECT,DEATHS_INDIRECT,SOURCE,FLOOD_CAUSE,TOR_LENGTH,TOR_WIDTH,BEGIN_RANGE,BEGIN_AZIMUTH,END_RANGE,END_AZIMUTH,END_LOCATION,END_DATE,END_TIME,BEGIN_LAT,BEGIN_LON,END_LAT,END_LON,EVENT_NARRATIVE,EPISODE_NARRATIVE,ABSOLUTE_ROWNUMBER,,,
5228768,SOUTHWEST SUFFOLK (ZONE), ,01/20/2001,2130,Winter Storm, , ,0,0,0,0,NY,EST, ,1110093,Z,80,OKX,0,0,AWOS,ASOS,MESONET,ETC, , , , , , , , ,01/20/2001,2130, , , , ,,"A low pressure system developed off the mid Atlantic coast Saturday afternoon and moved northeast, passing east of Long Island early Sunday.  With abundant low level moisture and cold air in place, light intermittent precipitation occurred Saturday.  As the low intensified, heavy precipitation developed and moved northeast across the area. 

Heavy snow occurred across Orange, Putnam, Rockland, and northern Westchester counties. 

In the New York City area, southern Westchester County, and across Nassau County, a period of sleet and freezing rain occurred Saturday night, producing ice accumulations of up to 0.20 inches.  This buildup of ice on major highways and bridges produced hazardous travel conditions Saturday night, and contributed to an airplane skidding off the runway at JFK Airport Sunday morning. The sleet and freezing rain changed to heavy snow early Sunday morning. 
 
Across Suffolk County, a significant period of sleet and freezing rain occurred Saturday night, before changing to heavy snow early Sunday morning.  Ice accumulations ranged from 0.25 to 0.50 inches.  This accretion of ice on tree limbs caused some tree branches to fall, and led to power outages. 

Here are some specific snowfall and ice amounts for:

Orange County:  from 5 inches at Newburgh to 7 inches measured at Chester.

Putnam County:  8.1 inches measured at Fahnestock State Park.

Rockland County:  6 inches measured at Pomona.

Westchester County:  from 5 inches at Yorktown Heights to 7.3 inches measured at White Plains.

New York City: 

Manhattan - up to 0.10 inches of ice followed by 6 inches of snow at Central Park.
Brooklyn - up to 0.10 inches of ice followed by 7 inches of snow.
Queens - 0.11 inches of ice followed by 6 inches of snow at John F. Kennedy International Airport.

Nassau County:  0.20 inches of ice followed by 7 inches of snow at Bayville.

Suffolk County:

Upton National Weather Service Office:  0.43 inches of ice followed by 6 inches of snow.
Islip McArthur Airport:  0.33 inches of ice followed by 4 inches of snow.",11
5228767,NORTHEAST SUFFOLK (ZONE), ,01/20/2001,2230,Winter Storm, , ,0,0,0,0,NY,EST, ,1110093,Z,79,OKX,0,0,OFFICIAL NWS OBS., , , , , , , , ,01/20/2001,2230, , , , ,,"A low pressure system developed off the mid Atlantic coast Saturday afternoon and moved northeast, passing east of Long Island early Sunday.  With abundant low level moisture and cold air in place, light intermittent precipitation occurred Saturday.  As the low intensified, heavy precipitation developed and moved northeast across the area. 

Heavy snow occurred across Orange, Putnam, Rockland, and northern Westchester counties. 

In the New York City area, southern Westchester County, and across Nassau County, a period of sleet and freezing rain occurred Saturday night, producing ice accumulations of up to 0.20 inches.  This buildup of ice on major highways and bridges produced hazardous travel conditions Saturday night, and contributed to an airplane skidding off the runway at JFK Airport Sunday morning. The sleet and freezing rain changed to heavy snow early Sunday morning. 
 
Across Suffolk County, a significant period of sleet and freezing rain occurred Saturday night, before changing to heavy snow early Sunday morning.  Ice accumulations ranged from 0.25 to 0.50 inches.  This accretion of ice on tree limbs caused some tree branches to fall, and led to power outages. 

Here are some specific snowfall and ice amounts for:

Orange County:  from 5 inches at Newburgh to 7 inches measured at Chester.

Putnam County:  8.1 inches measured at Fahnestock State Park.

Rockland County:  6 inches measured at Pomona.

Westchester County:  from 5 inches at Yorktown Heights to 7.3 inches measured at White Plains.

New York City: 

Manhattan - up to 0.10 inches of ice followed by 6 inches of snow at Central Park.
Brooklyn - up to 0.10 inches of ice followed by 7 inches of snow.
Queens - 0.11 inches of ice followed by 6 inches of snow at John F. Kennedy International Airport.

Nassau County:  0.20 inches of ice followed by 7 inches of snow at Bayville.

Suffolk County:

Upton National Weather Service Office:  0.43 inches of ice followed by 6 inches of snow.
Islip McArthur Airport:  0.33 inches of ice followed by 4 inches of snow.",12,,,
5228769,SOUTHEAST SUFFOLK (ZONE), ,01/20/2001,2230,Winter Storm, , ,0,0,0,0,NY,EST, ,1110093,Z,81,OKX,0,0,TRAINED SPOTTER, , , , , , , , ,01/20/2001,2230, , , , ,,"A low pressure system developed off the mid Atlantic coast Saturday afternoon and moved northeast, passing east of Long Island early Sunday.  With abundant low level moisture and cold air in place, light intermittent precipitation occurred Saturday.  As the low intensified, heavy precipitation developed and moved northeast across the area. 

Heavy snow occurred across Orange, Putnam, Rockland, and northern Westchester counties. 

In the New York City area, southern Westchester County, and across Nassau County, a period of sleet and freezing rain occurred Saturday night, producing ice accumulations of up to 0.20 inches.  This buildup of ice on major highways and bridges produced hazardous travel conditions Saturday night, and contributed to an airplane skidding off the runway at JFK Airport Sunday morning. The sleet and freezing rain changed to heavy snow early Sunday morning. 
 
Across Suffolk County, a significant period of sleet and freezing rain occurred Saturday night, before changing to heavy snow early Sunday morning.  Ice accumulations ranged from 0.25 to 0.50 inches.  This accretion of ice on tree limbs caused some tree branches to fall, and led to power outages. 

Here are some specific snowfall and ice amounts for:

Orange County:  from 5 inches at Newburgh to 7 inches measured at Chester.

Putnam County:  8.1 inches measured at Fahnestock State Park.

Rockland County:  6 inches measured at Pomona.

Westchester County:  from 5 inches at Yorktown Heights to 7.3 inches measured at White Plains.

New York City: 

Manhattan - up to 0.10 inches of ice followed by 6 inches of snow at Central Park.
Brooklyn - up to 0.10 inches of ice followed by 7 inches of snow.
Queens - 0.11 inches of ice followed by 6 inches of snow at John F. Kennedy International Airport.

Nassau County:  0.20 inches of ice followed by 7 inches of snow at Bayville.

Suffolk County:

Upton National Weather Service Office:  0.43 inches of ice followed by 6 inches of snow.
Islip McArthur Airport:  0.33 inches of ice followed by 4 inches of snow.",13,,,
5238936,NORTHEAST SUFFOLK (ZONE), ,03/05/2001,2100,Winter Storm, , ,0,0,0,0,NY,EST, ,1112426,Z,79,OKX,0,0,TRAINED SPOTTER, , , , , , , , ,03/05/2001,2100, , , , ,,"A complex and slow-moving coastal storm affected much of southeast New York and Long Island from Sunday March 4th through the early morning hours of Wednesday March 7th. This storm was accompanied by a mixture of snow, sleet, freezing rain and rain through the early portion of the event, and mainly heavy snow for the remainder of the event. Gusty winds and minor to moderate coastal flooding and beach erosion also occurred along coastal portions of Long Island.

On Sunday March 4th, a strong low pressure system moved east across the Tennessee Valley, while a new low slowly developed off the Mid Atlantic coast. The precipitation shield accompanying this complex storm system moved north and reached southeast New York in the form of spotty light snow and sleet by Sunday afternoon. The precipitation intensified Sunday night and early Monday, but as warmer air moved into the region aloft, the snow changed to a mixture of sleet, freezing rain and rain by Monday morning along coastal sections. Some portions of interior southeast New York received several inches of snow from this initial surge of precipitation.

During Monday March 5th, the new low pressure system off the Mid Atlantic coast began to intensify rapidly. This spread heavy precipitation across eastern Long Island from the east by Monday afternoon and evening. As colder air was drawn into the storm's circulation, the precipitation changed to heavy wet snow by Monday evening across eastern Long Island. Snowfall rates of two to three inches per hour for at least 3 hours were common across most of Suffolk County through the early portion of Monday night. This heavier snow also began to move west, spreading across western Long Island and the New York City area later Monday night into Tuesday.

Bands of moderate to heavy wet snow continued into Tuesday across much of southeast New York, extending back into interior sections as the low slowly drifted north off the eastern end of Long Island. This coastal low then became nearly stationary during Tuesday, and even retrograded slightly to the southwest during Tuesday afternoon. This prolonged the  periods of moderate to heavy wet snow across most of southeast New York into the late afternoon hours on Tuesday. The storm finally began to retreat east off the New Jersey coast Tuesday night and Wednesday, allowing the snow to taper off and end by early Wednesday morning on March 7th.

The combination of very heavy wet snow and strong winds with this prolonged coastal storm produced scattered power outages across southeast New York, primarily across Suffolk County. In addition, many schools and businesses were closed for several days due to the hazardous nature of this storm. 

Here are some storm total snowfall amounts:

For Orange County: 6 inches at Middletown, to 13 inches at Monroe and Tuxedo Park.

For Putnam County: 6 inches at Carmel, to 14 inches at Mahopac.

For Rockland County: 4.5 inches at Valley Cottage, to 7.6 inches at Stony Point.

For Westchester County: 5.5 inches at New Rochelle, to 9.5 inches at Yonkers.

For New York County (Manhattan): 3.5 inches at Central Park, to 6 inches at Columbia University.

For Bronx County: 4 inches to 6.7 inches.

For Kings County (Brooklyn): 2.5 inches at Bay Ridge, to 4.2 inches at Gravesend.

For Richmond County (Staten Island): 3 inches at New Dorp, to 3.8 inches at Grasmere.

For Queens County: 3.7 inches at John F. Kennedy International Airport, to 6.0 inches at La Guardia Airport.

For Nassau County: 4 inches at Sea Cliff, to 7.4 inches at Hicksville.

For Suffolk County: 5.6 inches at Montauk Point, to 16.0 inches at East Setauket and Huntington.",14,,,
5238935,NORTHWEST SUFFOLK (ZONE), ,03/05/2001,2130,Winter Storm, , ,0,0,0,0,NY,EST, ,1112426,Z,78,OKX,0,0,TRAINED SPOTTER, , , , , , , , ,03/05/2001,2130, , , , ,,"A complex and slow-moving coastal storm affected much of southeast New York and Long Island from Sunday March 4th through the early morning hours of Wednesday March 7th. This storm was accompanied by a mixture of snow, sleet, freezing rain and rain through the early portion of the event, and mainly heavy snow for the remainder of the event. Gusty winds and minor to moderate coastal flooding and beach erosion also occurred along coastal portions of Long Island.

On Sunday March 4th, a strong low pressure system moved east across the Tennessee Valley, while a new low slowly developed off the Mid Atlantic coast. The precipitation shield accompanying this complex storm system moved north and reached southeast New York in the form of spotty light snow and sleet by Sunday afternoon. The precipitation intensified Sunday night and early Monday, but as warmer air moved into the region aloft, the snow changed to a mixture of sleet, freezing rain and rain by Monday morning along coastal sections. Some portions of interior southeast New York received several inches of snow from this initial surge of precipitation.

During Monday March 5th, the new low pressure system off the Mid Atlantic coast began to intensify rapidly. This spread heavy precipitation across eastern Long Island from the east by Monday afternoon and evening. As colder air was drawn into the storm's circulation, the precipitation changed to heavy wet snow by Monday evening across eastern Long Island. Snowfall rates of two to three inches per hour for at least 3 hours were common across most of Suffolk County through the early portion of Monday night. This heavier snow also began to move west, spreading across western Long Island and the New York City area later Monday night into Tuesday.

Bands of moderate to heavy wet snow continued into Tuesday across much of southeast New York, extending back into interior sections as the low slowly drifted north off the eastern end of Long Island. This coastal low then became nearly stationary during Tuesday, and even retrograded slightly to the southwest during Tuesday afternoon. This prolonged the  periods of moderate to heavy wet snow across most of southeast New York into the late afternoon hours on Tuesday. The storm finally began to retreat east off the New Jersey coast Tuesday night and Wednesday, allowing the snow to taper off and end by early Wednesday morning on March 7th.

The combination of very heavy wet snow and strong winds with this prolonged coastal storm produced scattered power outages across southeast New York, primarily across Suffolk County. In addition, many schools and businesses were closed for several days due to the hazardous nature of this storm. 

Here are some storm total snowfall amounts:

For Orange County: 6 inches at Middletown, to 13 inches at Monroe and Tuxedo Park.

For Putnam County: 6 inches at Carmel, to 14 inches at Mahopac.

For Rockland County: 4.5 inches at Valley Cottage, to 7.6 inches at Stony Point.

For Westchester County: 5.5 inches at New Rochelle, to 9.5 inches at Yonkers.

For New York County (Manhattan): 3.5 inches at Central Park, to 6 inches at Columbia University.

For Bronx County: 4 inches to 6.7 inches.

For Kings County (Brooklyn): 2.5 inches at Bay Ridge, to 4.2 inches at Gravesend.

For Richmond County (Staten Island): 3 inches at New Dorp, to 3.8 inches at Grasmere.

For Queens County: 3.7 inches at John F. Kennedy International Airport, to 6.0 inches at La Guardia Airport.

For Nassau County: 4 inches at Sea Cliff, to 7.4 inches at Hicksville.

For Suffolk County: 5.6 inches at Montauk Point, to 16.0 inches at East Setauket and Huntington.",15,,,
5238938,SOUTHEAST SUFFOLK (ZONE), ,03/05/2001,2130,Winter Storm, , ,0,0,0,0,NY,EST, ,1112426,Z,81,OKX,0,0,TRAINED SPOTTER, , , , , , , , ,03/05/2001,2130, , , , ,,"A complex and slow-moving coastal storm affected much of southeast New York and Long Island from Sunday March 4th through the early morning hours of Wednesday March 7th. This storm was accompanied by a mixture of snow, sleet, freezing rain and rain through the early portion of the event, and mainly heavy snow for the remainder of the event. Gusty winds and minor to moderate coastal flooding and beach erosion also occurred along coastal portions of Long Island.

On Sunday March 4th, a strong low pressure system moved east across the Tennessee Valley, while a new low slowly developed off the Mid Atlantic coast. The precipitation shield accompanying this complex storm system moved north and reached southeast New York in the form of spotty light snow and sleet by Sunday afternoon. The precipitation intensified Sunday night and early Monday, but as warmer air moved into the region aloft, the snow changed to a mixture of sleet, freezing rain and rain by Monday morning along coastal sections. Some portions of interior southeast New York received several inches of snow from this initial surge of precipitation.

During Monday March 5th, the new low pressure system off the Mid Atlantic coast began to intensify rapidly. This spread heavy precipitation across eastern Long Island from the east by Monday afternoon and evening. As colder air was drawn into the storm's circulation, the precipitation changed to heavy wet snow by Monday evening across eastern Long Island. Snowfall rates of two to three inches per hour for at least 3 hours were common across most of Suffolk County through the early portion of Monday night. This heavier snow also began to move west, spreading across western Long Island and the New York City area later Monday night into Tuesday.

Bands of moderate to heavy wet snow continued into Tuesday across much of southeast New York, extending back into interior sections as the low slowly drifted north off the eastern end of Long Island. This coastal low then became nearly stationary during Tuesday, and even retrograded slightly to the southwest during Tuesday afternoon. This prolonged the  periods of moderate to heavy wet snow across most of southeast New York into the late afternoon hours on Tuesday. The storm finally began to retreat east off the New Jersey coast Tuesday night and Wednesday, allowing the snow to taper off and end by early Wednesday morning on March 7th.

The combination of very heavy wet snow and strong winds with this prolonged coastal storm produced scattered power outages across southeast New York, primarily across Suffolk County. In addition, many schools and businesses were closed for several days due to the hazardous nature of this storm. 

Here are some storm total snowfall amounts:

For Orange County: 6 inches at Middletown, to 13 inches at Monroe and Tuxedo Park.

For Putnam County: 6 inches at Carmel, to 14 inches at Mahopac.

For Rockland County: 4.5 inches at Valley Cottage, to 7.6 inches at Stony Point.

For Westchester County: 5.5 inches at New Rochelle, to 9.5 inches at Yonkers.

For New York County (Manhattan): 3.5 inches at Central Park, to 6 inches at Columbia University.

For Bronx County: 4 inches to 6.7 inches.

For Kings County (Brooklyn): 2.5 inches at Bay Ridge, to 4.2 inches at Gravesend.

For Richmond County (Staten Island): 3 inches at New Dorp, to 3.8 inches at Grasmere.

For Queens County: 3.7 inches at John F. Kennedy International Airport, to 6.0 inches at La Guardia Airport.

For Nassau County: 4 inches at Sea Cliff, to 7.4 inches at Hicksville.

For Suffolk County: 5.6 inches at Montauk Point, to 16.0 inches at East Setauket and Huntington.",16,,,
5238937,SOUTHWEST SUFFOLK (ZONE), ,03/06/2001,600,Winter Storm, , ,0,0,0,0,NY,EST, ,1112426,Z,80,OKX,0,0,TRAINED SPOTTER, , , , , , , , ,03/06/2001,600, , , , ,,"A complex and slow-moving coastal storm affected much of southeast New York and Long Island from Sunday March 4th through the early morning hours of Wednesday March 7th. This storm was accompanied by a mixture of snow, sleet, freezing rain and rain through the early portion of the event, and mainly heavy snow for the remainder of the event. Gusty winds and minor to moderate coastal flooding and beach erosion also occurred along coastal portions of Long Island.

On Sunday March 4th, a strong low pressure system moved east across the Tennessee Valley, while a new low slowly developed off the Mid Atlantic coast. The precipitation shield accompanying this complex storm system moved north and reached southeast New York in the form of spotty light snow and sleet by Sunday afternoon. The precipitation intensified Sunday night and early Monday, but as warmer air moved into the region aloft, the snow changed to a mixture of sleet, freezing rain and rain by Monday morning along coastal sections. Some portions of interior southeast New York received several inches of snow from this initial surge of precipitation.

During Monday March 5th, the new low pressure system off the Mid Atlantic coast began to intensify rapidly. This spread heavy precipitation across eastern Long Island from the east by Monday afternoon and evening. As colder air was drawn into the storm's circulation, the precipitation changed to heavy wet snow by Monday evening across eastern Long Island. Snowfall rates of two to three inches per hour for at least 3 hours were common across most of Suffolk County through the early portion of Monday night. This heavier snow also began to move west, spreading across western Long Island and the New York City area later Monday night into Tuesday.

Bands of moderate to heavy wet snow continued into Tuesday across much of southeast New York, extending back into interior sections as the low slowly drifted north off the eastern end of Long Island. This coastal low then became nearly stationary during Tuesday, and even retrograded slightly to the southwest during Tuesday afternoon. This prolonged the  periods of moderate to heavy wet snow across most of southeast New York into the late afternoon hours on Tuesday. The storm finally began to retreat east off the New Jersey coast Tuesday night and Wednesday, allowing the snow to taper off and end by early Wednesday morning on March 7th.

The combination of very heavy wet snow and strong winds with this prolonged coastal storm produced scattered power outages across southeast New York, primarily across Suffolk County. In addition, many schools and businesses were closed for several days due to the hazardous nature of this storm. 

Here are some storm total snowfall amounts:

For Orange County: 6 inches at Middletown, to 13 inches at Monroe and Tuxedo Park.

For Putnam County: 6 inches at Carmel, to 14 inches at Mahopac.

For Rockland County: 4.5 inches at Valley Cottage, to 7.6 inches at Stony Point.

For Westchester County: 5.5 inches at New Rochelle, to 9.5 inches at Yonkers.

For New York County (Manhattan): 3.5 inches at Central Park, to 6 inches at Columbia University.

For Bronx County: 4 inches to 6.7 inches.

For Kings County (Brooklyn): 2.5 inches at Bay Ridge, to 4.2 inches at Gravesend.

For Richmond County (Staten Island): 3 inches at New Dorp, to 3.8 inches at Grasmere.

For Queens County: 3.7 inches at John F. Kennedy International Airport, to 6.0 inches at La Guardia Airport.

For Nassau County: 4 inches at Sea Cliff, to 7.4 inches at Hicksville.

For Suffolk County: 5.6 inches at Montauk Point, to 16.0 inches at East Setauket and Huntington.",17,,,
5381764,NORTHWEST SUFFOLK (ZONE), ,01/28/2004,200,Winter Storm, , ,0,0,0,0,NY,EST, ,1165472,Z,78,OKX,0,0,TRAINED SPOTTER, , , , , , , , ,01/28/2004,200, , , , ,,"A cold high pressure ridge extended southeast from James Bay across New England.  As the primary low moved northeast toward the Eastern Great Lakes, a secondary low developed off the Mid Atlantic Coast during Tuesday morning, January 27th.  This secondary low rapidly intensified as it moved northeast.

A light mixture of snow, sleet, and freezing rain spread north across the area during Tuesday afternoon.  A light coating of ice on area roads made traveling extremely hazardous toward evening.  Many traffic accidents occurred across the NYC Metropolitan Area during this time.  As the precipitation rate increased during the evening, the mixture changed to a steady snow, which became heavy at times.  Most Storm Total Snowfall amounts ranged from around 6 to 12 inches.  There were isolated lower amounts across the twin forks of Long Island, where more mixing occurred.

Here are selected snowfall amounts for:

Orange County - from 7.8 inches at Middletown to 10.6 inches at New Windsor.

Putnam County - from 7.0 inches at Carmel to 8.0 inches at Patterson.

Rockland County - from 6.0 inches at New City to 9.0 inches at Suffern.

Westchester County - from 8.0 inches at Ossining and Yorktown Heights to 10.0 inches at Thornwood and Hasting-On-Hudson.

Bronx - 10.4 inches at Parkchester.

Manhattan - 10.3 inches at Central Park.

Staten Island - from 5.5 inches at Westerleigh to 7.0 inches.

Brooklyn - from 7.5 inches at Sheepshead Bay to 8.3 inches at Graves End.

Queens - from 6.2 inches at JFK Airport to 10.5 inches at Far Rockaway.

Nassau County - from 6.5 inches at Lynbrook to 11.5 inches at Bellmore.

Western and Central Suffolk County - from 6.4 inches at East Setauket to 14.6 inches at Dix Hills.

Eastern Suffolk County - from 4.1 inches at Southampton to 6.0 inches at East Quogue.",18,,,
5381765,SOUTHWEST SUFFOLK (ZONE), ,01/28/2004,200,Winter Storm, , ,0,0,0,0,NY,EST, ,1165472,Z,80,OKX,0,0,TRAINED SPOTTER, , , , , , , , ,01/28/2004,200, , , , ,,"A cold high pressure ridge extended southeast from James Bay across New England.  As the primary low moved northeast toward the Eastern Great Lakes, a secondary low developed off the Mid Atlantic Coast during Tuesday morning, January 27th.  This secondary low rapidly intensified as it moved northeast.

A light mixture of snow, sleet, and freezing rain spread north across the area during Tuesday afternoon.  A light coating of ice on area roads made traveling extremely hazardous toward evening.  Many traffic accidents occurred across the NYC Metropolitan Area during this time.  As the precipitation rate increased during the evening, the mixture changed to a steady snow, which became heavy at times.  Most Storm Total Snowfall amounts ranged from around 6 to 12 inches.  There were isolated lower amounts across the twin forks of Long Island, where more mixing occurred.

Here are selected snowfall amounts for:

Orange County - from 7.8 inches at Middletown to 10.6 inches at New Windsor.

Putnam County - from 7.0 inches at Carmel to 8.0 inches at Patterson.

Rockland County - from 6.0 inches at New City to 9.0 inches at Suffern.

Westchester County - from 8.0 inches at Ossining and Yorktown Heights to 10.0 inches at Thornwood and Hasting-On-Hudson.

Bronx - 10.4 inches at Parkchester.

Manhattan - 10.3 inches at Central Park.

Staten Island - from 5.5 inches at Westerleigh to 7.0 inches.

Brooklyn - from 7.5 inches at Sheepshead Bay to 8.3 inches at Graves End.

Queens - from 6.2 inches at JFK Airport to 10.5 inches at Far Rockaway.

Nassau County - from 6.5 inches at Lynbrook to 11.5 inches at Bellmore.

Western and Central Suffolk County - from 6.4 inches at East Setauket to 14.6 inches at Dix Hills.

Eastern Suffolk County - from 4.1 inches at Southampton to 6.0 inches at East Quogue.",19,,,
5381766,NORTHEAST SUFFOLK (ZONE), ,01/28/2004,300,Winter Storm, , ,0,0,0,0,NY,EST, ,1165472,Z,79,OKX,0,0,TRAINED SPOTTER, , , , , , , , ,01/28/2004,300, , , , ,,"A cold high pressure ridge extended southeast from James Bay across New England.  As the primary low moved northeast toward the Eastern Great Lakes, a secondary low developed off the Mid Atlantic Coast during Tuesday morning, January 27th.  This secondary low rapidly intensified as it moved northeast.

A light mixture of snow, sleet, and freezing rain spread north across the area during Tuesday afternoon.  A light coating of ice on area roads made traveling extremely hazardous toward evening.  Many traffic accidents occurred across the NYC Metropolitan Area during this time.  As the precipitation rate increased during the evening, the mixture changed to a steady snow, which became heavy at times.  Most Storm Total Snowfall amounts ranged from around 6 to 12 inches.  There were isolated lower amounts across the twin forks of Long Island, where more mixing occurred.

Here are selected snowfall amounts for:

Orange County - from 7.8 inches at Middletown to 10.6 inches at New Windsor.

Putnam County - from 7.0 inches at Carmel to 8.0 inches at Patterson.

Rockland County - from 6.0 inches at New City to 9.0 inches at Suffern.

Westchester County - from 8.0 inches at Ossining and Yorktown Heights to 10.0 inches at Thornwood and Hasting-On-Hudson.

Bronx - 10.4 inches at Parkchester.

Manhattan - 10.3 inches at Central Park.

Staten Island - from 5.5 inches at Westerleigh to 7.0 inches.

Brooklyn - from 7.5 inches at Sheepshead Bay to 8.3 inches at Graves End.

Queens - from 6.2 inches at JFK Airport to 10.5 inches at Far Rockaway.

Nassau County - from 6.5 inches at Lynbrook to 11.5 inches at Bellmore.

Western and Central Suffolk County - from 6.4 inches at East Setauket to 14.6 inches at Dix Hills.

Eastern Suffolk County - from 4.1 inches at Southampton to 6.0 inches at East Quogue.",20,,,
5381767,SOUTHEAST SUFFOLK (ZONE), ,01/28/2004,700,Winter Storm, , ,0,0,0,0,NY,EST, ,1165472,Z,81,OKX,0,0,TRAINED SPOTTER, , , , , , , , ,01/28/2004,700, , , , ,,"A cold high pressure ridge extended southeast from James Bay across New England.  As the primary low moved northeast toward the Eastern Great Lakes, a secondary low developed off the Mid Atlantic Coast during Tuesday morning, January 27th.  This secondary low rapidly intensified as it moved northeast.

A light mixture of snow, sleet, and freezing rain spread north across the area during Tuesday afternoon.  A light coating of ice on area roads made traveling extremely hazardous toward evening.  Many traffic accidents occurred across the NYC Metropolitan Area during this time.  As the precipitation rate increased during the evening, the mixture changed to a steady snow, which became heavy at times.  Most Storm Total Snowfall amounts ranged from around 6 to 12 inches.  There were isolated lower amounts across the twin forks of Long Island, where more mixing occurred.

Here are selected snowfall amounts for:

Orange County - from 7.8 inches at Middletown to 10.6 inches at New Windsor.

Putnam County - from 7.0 inches at Carmel to 8.0 inches at Patterson.

Rockland County - from 6.0 inches at New City to 9.0 inches at Suffern.

Westchester County - from 8.0 inches at Ossining and Yorktown Heights to 10.0 inches at Thornwood and Hasting-On-Hudson.

Bronx - 10.4 inches at Parkchester.

Manhattan - 10.3 inches at Central Park.

Staten Island - from 5.5 inches at Westerleigh to 7.0 inches.

Brooklyn - from 7.5 inches at Sheepshead Bay to 8.3 inches at Graves End.

Queens - from 6.2 inches at JFK Airport to 10.5 inches at Far Rockaway.

Nassau County - from 6.5 inches at Lynbrook to 11.5 inches at Bellmore.

Western and Central Suffolk County - from 6.4 inches at East Setauket to 14.6 inches at Dix Hills.

Eastern Suffolk County - from 4.1 inches at Southampton to 6.0 inches at East Quogue.",21,,,
5496602,SOUTHEAST SUFFOLK (ZONE), ,03/02/2006,1900,Winter Storm, , ,0,0,0,0,NY,EST, ,1206690,Z,81,OKX,0,0,TRAINED SPOTTER, , , , , , , , ,03/02/2006,1900, , , , ,,"A low pressure system emerged from the Ohio Valley Thursday morning, March 2, and tracked off the northern Middle Atlantic Coast during the afternoon and evening hours.  This storm moved south and east of New York City.  Snow broke out across the east end of Long Island around 10 am and tapered off between 7 and 9 pm.   Snowfall totals ranged from 3 to 5 inches.  During the early afternoon hours, the snow mixed with or briefly changed to freezing rain.  This event had a high impact as the heaviest snow fell during the evening commute.  Many traffic accidents were reported across the region.

Here are selected snowfall amounts for Suffolk County:  Cutchogue 4.7 inches, Sag Harbor 3.9 inches.",22,,,
5496601,NORTHEAST SUFFOLK (ZONE), ,03/02/2006,1900,Winter Storm, , ,0,0,0,0,NY,EST, ,1206690,Z,79,OKX,0,0,TRAINED SPOTTER, , , , , , , , ,03/02/2006,1900, , , , ,,"A low pressure system emerged from the Ohio Valley Thursday morning, March 2, and tracked off the northern Middle Atlantic Coast during the afternoon and evening hours.  This storm moved south and east of New York City.  Snow broke out across the east end of Long Island around 10 am and tapered off between 7 and 9 pm.   Snowfall totals ranged from 3 to 5 inches.  During the early afternoon hours, the snow mixed with or briefly changed to freezing rain.  This event had a high impact as the heaviest snow fell during the evening commute.  Many traffic accidents were reported across the region.

Here are selected snowfall amounts for Suffolk County:  Cutchogue 4.7 inches, Sag Harbor 3.9 inches.",23,,,
514362,NORTHWEST SUFFOLK (ZONE), ,02/13/2014,30,Winter Storm, , ,0,0,0,0,NY,EST-5, ,85166,Z,78,OKX,0,0,Public, , , , , , , , ,02/14/2014,600, , , , ,"The public, a trained spotter in Smithtown, and an NWS employee in Sound Beach reported widespread snowfall of 9 to 15 inches, Trained spotters also reported freezing rain accretion of 1 to 2 tenths of an inch.","A low pressure system developed along the northern Gulf Coast on February 12th, and moved to near Cape Hatteras and the Virginia capes by the morning of the 13th. The intensifying low then headed northeast, passing east of Long Island and into the Gulf of Maine early the morning of the 14th, bringing heavy snow and ice to Southeast New York.",24,,,
514363,SOUTHWEST SUFFOLK (ZONE), ,02/13/2014,30,Winter Storm, , ,0,0,0,0,NY,EST-5, ,85166,Z,80,OKX,0,0,Official NWS Observations, , , , , , , , ,02/14/2014,600, , , , ,Islip Airport reported 8.7 inches of snow. An NWS employee and the public also reported widespread snowfall of 7 to 15 inches. Freezing rain accretion up to 1 tenth of an inch also occurred per observations from surrounding areas.,"A low pressure system developed along the northern Gulf Coast on February 12th, and moved to near Cape Hatteras and the Virginia capes by the morning of the 13th. The intensifying low then headed northeast, passing east of Long Island and into the Gulf of Maine early the morning of the 14th, bringing heavy snow and ice to Southeast New York.",25,,,
554773,NORTHWEST SUFFOLK (ZONE), ,01/26/2015,700,Winter Storm, , ,0,0,0,0,NY,EST-5, ,92584,Z,78,OKX,0,0,Trained Spotter, , , , , , , , ,01/27/2015,1200, , , , ,"Trained spotters and the public reported snowfall of 16 to 26 inches. North winds gusted to 52 mph at Eaton's Neck, with blowing and drifting of snow.","A potent Alberta Clipper low moved from southwestern Canada on January 24th to the Plains states and Ohio Valley on the 25th. The low then redeveloped off the Mid Atlantic coast on the 26th and rapidly intensified into a strong nor'easter, bringing heavy snow and strong winds to much of southeastern New York, and blizzard conditions to Suffolk County.",26,,,
